name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Cervoise de l'Avouerie d'Anthisnes,,5,350,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rochefort 10,trappist,11.3,1284,93,Abbaye Notre-Dame de Saint-Rémy de Rochefort,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dogabier,label beer,6.5,494,346,Huisbrouwerij Sint-Canarus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Passchendaele,high fermentation,5.2,1179,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Itters Bruin,table beer,1.3,759,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Silly Pils,pils,5,1355,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lesage Blond,"high fermentation, triple",7,961,22,De Proefbrouwerij for bierfirma Lesage,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Maeght van Gottem,dark blonde,6.5,455,346,Huisbrouwerij Sint-Canarus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Val-Dieu Blonde,Erkend Belgisch abbey,6,1599,103,Brouwerij Val-Dieu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Louwaege Dubbel Blond,table beer,1.4,993,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Original Gueuze,geuze,4.5,1068,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pa-Gijs,brown,8.5,1159,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Caper Fumatis,dark brown,6.3,325,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hof Korvatunturi,"high fermentation, brown",11,722,96,t Hofbrouwerijke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Canaster,scotch,8.7,323,321,Brouwerij De Glazen Toren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chimay Blauw,trappist,9,368,272,Abbaye Notre-Dame de Scourmont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jambe-de-bois,triple,8,763,131,Brouwerij De Ranke for Brasserie de la Senne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nello's Tripel,triple,,1097,142,De Proefbrouwerij for Brouwerij De Arend,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Broeder Jacob Double Port,dark brown,9,270,150,Brasserie du Bocq for Broeder Jacob bvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush Prestige,"amber, triple",13,315,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Saison des Chasses Ambrée,saison,7,922,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Stoute Bie,dark brown,5.5,1453,220,Brouwerij De Bie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Halleschelle,blonde,8.5,696,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Double Enghien Blonde,"high fermentation, blonde",7.5,500,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wieze Tripel zoet Bruin,triple,8,1678,286,Brouwerij Wieze,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Finesse,"high fermentation, triple",8.5,563,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Spitfire Oud Balegems,amber,8,1400,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Podge Belgian Imperial Stout,stout,10.5,1233,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanche,white,4.8,201,159,Brasserie de Bellevaux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Donkere Stoere,strong dark,8.2,497,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Jack,Porter,7,200,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanche de Bouillon,white,5.5,203,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grisette Country Cool,,3.5,681,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mistinguett,high fermentation,6.5,1041,344,Brasserie Sainte-Hélène,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Gaverhopke Paasbier,"high fermentation, easter beer",8,1482,79,Brouwerij 't Gaverhopke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bornem Dubbel,abbey,8,251,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tineke Van Heule,high fermentation,8,1527,127,Brouwerij Gulden Spoor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Trisser,triple,7.5,1563,95,De Proefbrouwerij for De Verhuisbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pee Klak Grand Cru,label beer,8.4,1196,292,Brouwerij Strubbe for Brouwerij Crombé,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gauloise Ambrée,amber,5.5,613,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gauloise Blonde,blonde,6.3,614,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Notre Passion,porter,8,1117,218,’t Hofbrouwerijke for Montaigu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nounnette,blonde,7.5,1118,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bosbier,fruit beer-pils,4,254,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Bernardus Pater 6,high fermentation,6.7,1404,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Judas,"high fermentation, ocher blonde",8.5,780,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Duvel Tripel Hop,high fermentation,9.5,521,3,Brouwerij Duvel Moortgat,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Pêche,"fruit beer, lambic",3.5,364,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Trammelantje,amber,6.5,1547,5,Brouwerij Strubbe for Bierfirma Den Haene,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gribousine Brune,high fermentation,8,667,204,Brasserie La Binchoise (for Brasserie de Malonne),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Toverhekske,amber,5.9,1546,21,Brouwerij Walrave,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bon Secours Noël,"high fermentation, blonde christmas",10,248,238,Brouwerij Caulier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sint-Adriaansbier Blond,abbey,6.5,1359,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Moeder Overste,blonde,8,1044,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison d'Epeautre,"blonde, spelt",6,1318,332,Brasserie de Blaugies,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Binchoise Triple,"high fermentation, triple",8.5,876,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Straffe Hendrik,"high fermentation, triple",9,1455,84,Brouwerij De Halve Maan,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Gueuze Tilquin à l'ancienne,geuze,6,1148,57,Gueuzerie Tilquin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Artevelde Grand Cru,red brown,7.2,90,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Prime,"high fermentation, winter",8.5,913,344,Brasserie Sainte-Hélène,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bruegel,amber,5,273,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Canaille,white,5.2,322,329,Brasserie Grain d'Orge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
ZoemZoem,"amber, honey",8,1719,264,Brouwerij Donum Ignis,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Scheldepils,pils,5,1339,353,Brouwerij Huyghe for de De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jezuwiet,"high fermentation, triple",8.5,774,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jules de Kriek,"fruit beer, ruby",4.9,782,110,Brouwerij De Ryck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Serafijn Kerstlicht,"amber, christmas",7,1350,62,De Proefbrouwerij for Microbrewery Achilles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Cassis,fruit beer,4.5,1421,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gaspar,amber,8,612,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bourgogne des Flandres Bruin,old brown,5,259,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Paul Blond,abbey,5.3,1433,207,Brasserie du Bocq for Brouwerij Sterkens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cambrinus,belgian ale,5.1,318,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
n Maurootje,dark blonde,7,1085,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Quetsche Tilquin à l'ancienne,lambic,6.4,1155,57,Gueuzerie Tilquin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Melse God,blonde,6.5,1037,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison de la Senne,saison,4.3,1315,131,Brouwerij De Ranke for Brasserie de la Senne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chimay dorée,blonde table beer,4.8,371,272,Abbaye Notre-Dame de Scourmont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Maes Nature,table beer,1.5,1005,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Beersel Bio,blonde,7,126,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gentse Tripel,blonde,8,619,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Golden Kenia,pils,5.1,637,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cnudde Bizon,fruit beer,5.5,379,239,Brouwerij Cnudde,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Geuze De Cam,geuze,6,1145,11,Geuzestekerij De Cam,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Curtius,"high fermentation, blonde",7,403,164,Microbrasserie de la Principauté,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanchette de Lorraine,"white, fruit beer",5,213,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Forestinne Primoria,blonde,7.5,597,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jupiler NA,low alcohol,0.5,785,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Piedbœuf Excellence,table beer,2,1211,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rodenbach Alexander,old brown,6,1286,17,Brouwerij Rodenbach,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rodenbach Caractère Rouge,old brown,7,1287,17,Brouwerij Rodenbach,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rodenbach Grand Cru,old brown,6,1288,17,Brouwerij Rodenbach,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rodenbach Vintage,old brown,7,1289,17,Brouwerij Rodenbach,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Petrus Winterbier,winter,6.5,1206,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Fraises,"fruit beer, lambic",3.5,359,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Yellow Mortal,ale,7.2,1708,158,Brouwerij Mortal's Beers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Crabbelaer,saison,6.5,398,146,Brouwerij De Graal for Brouwerij De 6 Helmen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Orvélo,triple,7.5,1136,217,De Proefbrouwerij for bierfirma Half Zeven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paasei,brown,7.8,1158,27,for bierfirma Vacas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Brune des Pères 6,"abbey, brown",6,9,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje + dubbel IPA,IPA,10,1484,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Loubécoise,"dark, high fermentation",8,899,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hik Blond,"high fermentation, ale",6.5,711,299,Brouwerij Het Alternatief by Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Uitzet 1730,triple,6.8,1581,140,Brouwerij Van Steenberge for Brouwerij Paeleman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Divine,"high fermentation, amber",9.5,893,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gouden Carolus Christmas,dark special,10.5,654,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Médiévale,"amber, high fermentation",6,901,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye des Rocs Spéciale Noël,"abbey, christmas",9,25,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée de Bouillon,"blonde, high fermentation",6.5,405,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Super Noël 9,"abbey, christmas",9,10,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush Amber,"high fermentation, amber",12,308,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westmalle Dubbel,trappist,7,1665,97,Brouwerij Westmalle,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dendermonde Tripel,"abbey, triple",8,482,354,Brouwerij De Block,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Enghien Noël,"high fermentation, triple, christmas",9,539,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye de Forest,"abbey, triple",6.5,15,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Broeder Jacob Formidabel,blonde,5.5,271,150,Brasserie du Bocq for Broeder Jacob bvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Gold,high fermentation,10,643,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kempisch Vuur Tripel,triple,7.5,824,60,De Proefbrouwerij commissioned by Brouwerij Pirlot,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Reninge Oud Bruin,brown,6,1275,265,Seizoensbrouwerij Vandewalle,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wilderen Kriek,kriek,3.5,1681,69,Brouwerij Wilderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ultrabrune,dark brown,10,1590,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paljas Bruin,brown,6,1162,247,Brouwerij Anders for Brouwerij Henricus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paljas IPA,"amber, IPA",6,1163,247,Brouwerij Anders for Brouwerij Henricus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye de la Thure,abbey,10,16,78,Brasserie Brootcoorens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Maes,pils,5.2,1004,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lesage Dubbel,high fermentation,7.5,962,22,De Proefbrouwerij for bierfirma Lesage,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Troufette Belle d'été,high fermentation,6,927,222,Brasserie de Bastogne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Xtreme Kriek,fruit beer,4.3,1074,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
L’Amarante,"high fermentation, spice beer",8,938,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gamma,brown,6,610,297,Brouwerij Anders for Brussels Beer Project,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brugse Zot Dubbel,brown,7.5,282,84,Brouwerij De Halve Maan,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Keikoppenbier,"blonde, organic",6.1,818,123,Brouwerij De Plukker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Buffalo,"high fermentation, dark",6.5,304,251,Brouwerij Van Den Bossche,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Maerlant,triple,9,1003,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Fancy,low alcohol,0.5,546,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
